Dia;Mes;Ano;Estado;Comunidad;Sitio;Latitud;Longitud;Habitat;Zonificacion;Tipo de protección;ANP;Buzo Monitor;Hora inicial buceo;Hora final buceo;Profundidad inicial (m);Profundidad final (m);Temperatura (°C);Visibilidad (m);Corriente;Transecto;Genero;Especie;GeneroEspecie;Sexo;Clase;Talla;Abundancia
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jose Luis Chan Caamal;11:30;ND;5;NA;29;ND;ND;3;Abudefduf;saxatilis;Abudefduf saxatilis;NA;nov-20;15.5;1
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jose Luis Chan Caamal;11:30;ND;5;NA;29;ND;ND;3;Holacanthus;tricolor;Holacanthus tricolor;NA;nov-20;15.5;10
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jose Luis Chan Caamal;11:30;ND;5;NA;29;ND;ND;3;haemulon;parra;haemulon parra;NA;nov-20;15.5;2
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jose Luis Chan Caamal;11:30;ND;5;NA;29;ND;ND;3;lutjanus;mahogoni;lutjanus mahogoni;NA;nov-20;15.5;2
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jose Luis Chan Caamal;11:30;ND;5;NA;29;ND;ND;3;lutjanus;apodus;lutjanus apodus;NA;21-30;25.5;1
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;4;Vieja;sp.;Vieja sp.;NA;0-5;2.5;3
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;4;haemulon;flavolineatum;haemulon flavolineatum;NA;0-5;2.5;5
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;4;Loro;sp.;Loro sp.;NA;06-oct;8;5
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;4;lancero;sp.;lancero sp.;NA;06-oct;8;2
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;4;Mariposa;sp.;Mariposa sp.;NA;06-oct;8;3
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;4;Abudefduf;saxatilis;Abudefduf saxatilis;NA;06-oct;8;8
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;4;haemulon;flavolineatum;haemulon flavolineatum;NA;06-oct;8;3
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;4;Loro;sp.;Loro sp.;NA;nov-20;15.5;5
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;4;Loro;sp.;Loro sp.;NA;21-30;25.5;2
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;5;Mariposa;sp.;Mariposa sp.;NA;0-5;2.5;3
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;5;haemulon;flavolineatum;haemulon flavolineatum;NA;0-5;2.5;6
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;5;Loro;sp.;Loro sp.;NA;06-oct;8;10
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;5;lancero;sp.;lancero sp.;NA;06-oct;8;3
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;5;Pomacanthus;paru;Pomacanthus paru;NA;06-oct;8;10
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;5;haemulon;flavolineatum;haemulon flavolineatum;NA;06-oct;8;3
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;5;Vieja;sp.;Vieja sp.;NA;nov-20;15.5;5
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;5;chromis;sp.;chromis sp.;NA;nov-20;15.5;3
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;5;chromis;sp.;chromis sp.;NA;21-30;25.5;1
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;5;Sparisoma;aurofrenatum;Sparisoma aurofrenatum;NA;21-30;25.5;2
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;6;Sparisoma;aurofrenatum;Sparisoma aurofrenatum;NA;0-5;2.5;5
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;6;haemulon;flavolineatum;haemulon flavolineatum;NA;0-5;2.5;18
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;6;lancero;sp.;lancero sp.;NA;06-oct;8;4
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;6;Damisela;sp.;Damisela sp.;NA;06-oct;8;7
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;6;Lutjanus;jocu;Lutjanus jocu;NA;06-oct;8;5
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;6;haemulon;flavolineatum;haemulon flavolineatum;NA;06-oct;8;14
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;6;Vieja;sp.;Vieja sp.;NA;nov-20;15.5;6
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;6;Sparisoma;viride;Sparisoma viride;NA;nov-20;15.5;3
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Ernesto Gastelum;11:30;ND;5;NA;29;ND;ND;6;Abudefduf;saxatilis;Abudefduf saxatilis;NA;21-30;25.5;1
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Martin Leon;11:30;ND;5;NA;29;ND;ND;7;Vieja;sp.;Vieja sp.;NA;0-5;2.5;2
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Martin Leon;11:30;ND;5;NA;29;ND;ND;8;lancero;sp.;lancero sp.;NA;06-oct;8;3
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Martin Leon;11:30;ND;5;NA;29;ND;ND;8;Damisela;sp.;Damisela sp.;NA;06-oct;8;2
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Martin Leon;11:30;ND;5;NA;29;ND;ND;8;Mariposa;sp.;Mariposa sp.;NA;06-oct;8;4
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Martin Leon;11:30;ND;5;NA;29;ND;ND;8;Sphyraena;barracuda;Sphyraena barracuda;NA;06-oct;8;2
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Martin Leon;11:30;ND;5;NA;29;ND;ND;8;Loro;sp.;Loro sp.;NA;nov-20;15.5;3
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Martin Leon;11:30;ND;5;NA;29;ND;ND;8;chromis;sp.;chromis sp.;NA;nov-20;15.5;3
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Martin Leon;11:30;ND;5;NA;29;ND;ND;8;Haemulon;plumierii;Haemulon plumierii;NA;21-30;25.5;4
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Martin Leon;11:30;ND;5;NA;29;ND;ND;8;Haemulon;album;Haemulon album;NA;31-40;35.5;2
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Martin Leon;11:30;ND;5;NA;29;ND;ND;9;Mariposa;sp.;Mariposa sp.;NA;0-5;2.5;2
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Martin Leon;11:30;ND;5;NA;29;ND;ND;9;Sphyraena;barracuda;Sphyraena barracuda;NA;0-5;2.5;3
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Martin Leon;11:30;ND;5;NA;29;ND;ND;9;Vieja;sp.;Vieja sp.;NA;06-oct;8;3
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Martin Leon;11:30;ND;5;NA;29;ND;ND;9;Loro;sp.;Loro sp.;NA;06-oct;8;3
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Martin Leon;11:30;ND;5;NA;29;ND;ND;9;lancero;sp.;lancero sp.;NA;06-oct;8;1
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Martin Leon;11:30;ND;5;NA;29;ND;ND;9;Damisela;sp.;Damisela sp.;NA;06-oct;8;2
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Martin Leon;11:30;ND;5;NA;29;ND;ND;9;Haemulon;plumierii;Haemulon plumierii;NA;06-oct;8;2
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Martin Leon;11:30;ND;5;NA;29;ND;ND;9;Sphyraena;barracuda;Sphyraena barracuda;NA;06-oct;8;3
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Martin Leon;11:30;ND;5;NA;29;ND;ND;9;chromis;sp.;chromis sp.;NA;nov-20;15.5;4
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Martin Leon;11:30;ND;5;NA;29;ND;ND;9;Lutjanus;griseus;Lutjanus griseus;NA;nov-20;15.5;5
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Martin Leon;11:30;ND;5;NA;29;ND;ND;9;Haemulon;aurolineatum;Haemulon aurolineatum;NA;31-40;35.5;2
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;11:30;ND;5;NA;29;ND;ND;10;Vieja;sp.;Vieja sp.;NA;0-5;2.5;1
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;11:30;ND;5;NA;29;ND;ND;10;lancero;sp.;lancero sp.;NA;0-5;2.5;4
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;11:30;ND;5;NA;29;ND;ND;10;Haemulon;flavolineatum;Haemulon flavolineatum;NA;0-5;2.5;3
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;11:30;ND;5;NA;29;ND;ND;10;lancero;sp.;lancero sp.;NA;06-oct;8;3
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;11:30;ND;5;NA;29;ND;ND;10;Pomacanthus;arcuatus;Pomacanthus arcuatus;NA;06-oct;8;8
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;11:30;ND;5;NA;29;ND;ND;10;Haemulon;sciurus;Haemulon sciurus;NA;06-oct;8;5
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;11:30;ND;5;NA;29;ND;ND;10;Haemulon;carbonarium;Haemulon carbonarium;NA;06-oct;8;15
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;11:30;ND;5;NA;29;ND;ND;10;Haemulon;macrostomun;Haemulon macrostomun;NA;06-oct;8;9
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;11:30;ND;5;NA;29;ND;ND;10;Loro;sp.;Loro sp.;NA;nov-20;15.5;5
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;11:30;ND;5;NA;29;ND;ND;10;Damisela;sp.;Damisela sp.;NA;nov-20;15.5;1
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;11:30;ND;5;NA;29;ND;ND;10;Pomacanthus;arcuatus;Pomacanthus arcuatus;NA;nov-20;15.5;21
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;11:30;ND;5;NA;29;ND;ND;10;Haemulon;sciurus;Haemulon sciurus;NA;nov-20;15.5;2
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;11:30;ND;5;NA;29;ND;ND;10;Haemulon;plumierii;Haemulon plumierii;NA;nov-20;15.5;1
14;4;2016;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;11:30;ND;5;NA;29;ND;ND;10;lancero;sp.;lancero sp.;NA;21-30;25.5;1
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;1;lancero;sp.;lancero sp.;NA;0-5;2.5;3
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;1;Vieja;sp.;Vieja sp.;NA;06-oct;8;1
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;1;lancero;sp.;lancero sp.;NA;06-oct;8;2
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;1;Damisela;sp.;Damisela sp.;NA;06-oct;8;1
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;1;Haemulon;carbonarium;Haemulon carbonarium;NA;06-oct;8;1
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;1;Haemulon;sciurus;Haemulon sciurus;NA;06-oct;8;1
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;1;haemulon;flavolineatum;haemulon flavolineatum;NA;06-oct;8;1
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;1;Sparisoma;aurofrenatum;Sparisoma aurofrenatum;NA;06-oct;8;3
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;1;Haemulon;chrysargyreum;Haemulon chrysargyreum;NA;06-oct;8;1
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;1;Lutjanus;griseus;Lutjanus griseus;NA;06-oct;8;2
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;1;Loro;sp.;Loro sp.;NA;nov-20;15.5;2
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;1;Damisela;sp.;Damisela sp.;NA;nov-20;15.5;1
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;1;Haemulon;carbonarium;Haemulon carbonarium;NA;nov-20;15.5;1
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;1;Abudefduf;saxatilis;Abudefduf saxatilis;NA;nov-20;15.5;2
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;1;Sparisoma;viride;Sparisoma viride;NA;nov-20;15.5;2
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;1;Sparisoma;aurofrenatum;Sparisoma aurofrenatum;NA;nov-20;15.5;1
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;1;Haemulon;chrysargyreum;Haemulon chrysargyreum;NA;nov-20;15.5;1
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;1;Microspathodon;chrysurus;Microspathodon chrysurus;NA;nov-20;15.5;5
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;1;caranx;ruber;caranx ruber;NA;nov-20;15.5;1
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;1;Lutjanus;griseus;Lutjanus griseus;NA;nov-20;15.5;2
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;2;Loro;sp.;Loro sp.;NA;0-5;2.5;1
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;2;Vieja;sp.;Vieja sp.;NA;06-oct;8;2
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;2;Loro;sp.;Loro sp.;NA;06-oct;8;3
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;2;lancero;sp.;lancero sp.;NA;06-oct;8;3
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;2;Haemulon;sciurus;Haemulon sciurus;NA;06-oct;8;1
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;2;lutjanus;synagris;lutjanus synagris;NA;06-oct;8;2
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;2;Haemulon;chrysargyreum;Haemulon chrysargyreum;NA;06-oct;8;2
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;2;Microspathodon;chrysurus;Microspathodon chrysurus;NA;06-oct;8;1
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;2;Haemulon;flavolineatum;Haemulon flavolineatum;NA;06-oct;8;1
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;2;Abudefduf;saxatilis;Abudefduf saxatilis;NA;06-oct;8;2
15;4;2016;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:45;ND;3;NA;28;ND;ND;2;lancero;sp.;lancero sp.;NA;nov-20;15.5;1
